location,date,vaccine,total_vaccinations
Lithuania,2021-07-30,Moderna,224572
Lithuania,2021-07-30,Oxford/AstraZeneca,512961
Lithuania,2021-07-30,Pfizer/BioNTech,1704936
Lithuania,2021-08-06,Johnson&Johnson,111471
Lithuania,2021-08-06,Moderna,229474
Lithuania,2021-08-06,Oxford/AstraZeneca,523067
Lithuania,2021-08-06,Pfizer/BioNTech,1753315
Lithuania,2021-08-13,Johnson&Johnson,139859
Lithuania,2021-08-13,Moderna,233277
Lithuania,2021-08-13,Oxford/AstraZeneca,526437
Lithuania,2021-08-13,Pfizer/BioNTech,1808927
Lithuania,2021-08-20,Johnson&Johnson,159913
Lithuania,2021-08-20,Moderna,238834
Lithuania,2021-08-20,Oxford/AstraZeneca,528485
Lithuania,2021-08-20,Pfizer/BioNTech,1878362
Lithuania,2021-08-27,Johnson&Johnson,172472
Lithuania,2021-08-27,Moderna,244271
Lithuania,2021-08-27,Oxford/AstraZeneca,530204
Lithuania,2021-08-27,Pfizer/BioNTech,1931724
Lithuania,2021-09-03,Johnson&Johnson,178758
Lithuania,2021-09-03,Moderna,248426
Lithuania,2021-09-03,Oxford/AstraZeneca,531483
Lithuania,2021-09-03,Pfizer/BioNTech,1974889
Lithuania,2021-09-10,Johnson&Johnson,182192
Lithuania,2021-09-10,Moderna,252547
Lithuania,2021-09-10,Oxford/AstraZeneca,532127
Lithuania,2021-09-10,Pfizer/BioNTech,2018099
Lithuania,2021-09-17,Johnson&Johnson,184965
Lithuania,2021-09-17,Moderna,256807
Lithuania,2021-09-17,Oxford/AstraZeneca,532692
Lithuania,2021-09-17,Pfizer/BioNTech,2059436
Lithuania,2021-09-24,Johnson&Johnson,190144
Lithuania,2021-09-24,Moderna,259897
Lithuania,2021-09-24,Oxford/AstraZeneca,533098
Lithuania,2021-09-24,Pfizer/BioNTech,2091058
Lithuania,2021-10-01,Johnson&Johnson,197964
Lithuania,2021-10-01,Moderna,262660
Lithuania,2021-10-01,Oxford/AstraZeneca,533393
Lithuania,2021-10-01,Pfizer/BioNTech,2118206
Lithuania,2021-10-08,Johnson&Johnson,204656
Lithuania,2021-10-08,Moderna,265246
Lithuania,2021-10-08,Oxford/AstraZeneca,533637
Lithuania,2021-10-08,Pfizer/BioNTech,2144558
Lithuania,2021-10-15,Johnson&Johnson,211333
Lithuania,2021-10-15,Moderna,267532
Lithuania,2021-10-15,Oxford/AstraZeneca,534053
Lithuania,2021-10-15,Pfizer/BioNTech,2168175
Lithuania,2021-10-22,Johnson&Johnson,218471
Lithuania,2021-10-22,Moderna,268825
Lithuania,2021-10-22,Oxford/AstraZeneca,534667
Lithuania,2021-10-22,Pfizer/BioNTech,2197403
Lithuania,2021-10-29,Johnson&Johnson,225976
Lithuania,2021-10-29,Moderna,269887
Lithuania,2021-10-29,Oxford/AstraZeneca,535169
Lithuania,2021-10-29,Pfizer/BioNTech,2231270
Lithuania,2021-11-05,Johnson&Johnson,230818
Lithuania,2021-11-05,Moderna,270597
Lithuania,2021-11-05,Oxford/AstraZeneca,535390
Lithuania,2021-11-05,Pfizer/BioNTech,2263241
Lithuania,2021-11-12,Johnson&Johnson,236827
Lithuania,2021-11-12,Moderna,271189
Lithuania,2021-11-12,Oxford/AstraZeneca,535604
Lithuania,2021-11-12,Pfizer/BioNTech,2317526
Lithuania,2021-11-19,Johnson&Johnson,243521
Lithuania,2021-11-19,Moderna,272690
Lithuania,2021-11-19,Oxford/AstraZeneca,535801
Lithuania,2021-11-19,Pfizer/BioNTech,2386608
Lithuania,2021-11-26,Johnson&Johnson,250674
Lithuania,2021-11-26,Moderna,276281
Lithuania,2021-11-26,Oxford/AstraZeneca,535952
Lithuania,2021-11-26,Pfizer/BioNTech,2469571
Lithuania,2021-12-03,Johnson&Johnson,257834
Lithuania,2021-12-03,Moderna,279848
Lithuania,2021-12-03,Oxford/AstraZeneca,536046
Lithuania,2021-12-03,Pfizer/BioNTech,2554391
Lithuania,2021-12-10,Johnson&Johnson,264874
Lithuania,2021-12-10,Moderna,284529
Lithuania,2021-12-10,Oxford/AstraZeneca,536133
Lithuania,2021-12-10,Pfizer/BioNTech,2642034
Lithuania,2021-12-17,Johnson&Johnson,270824
Lithuania,2021-12-17,Moderna,290269
Lithuania,2021-12-17,Oxford/AstraZeneca,536193
Lithuania,2021-12-17,Pfizer/BioNTech,2724165
Lithuania,2021-12-24,Johnson&Johnson,275610
Lithuania,2021-12-24,Moderna,294520
Lithuania,2021-12-24,Oxford/AstraZeneca,536217
Lithuania,2021-12-24,Pfizer/BioNTech,2778975
Lithuania,2021-12-31,Johnson&Johnson,281503
Lithuania,2021-12-31,Moderna,300817
Lithuania,2021-12-31,Oxford/AstraZeneca,536242
Lithuania,2021-12-31,Pfizer/BioNTech,2851670
Lithuania,2022-01-07,Johnson&Johnson,287464
Lithuania,2022-01-07,Moderna,309320
Lithuania,2022-01-07,Oxford/AstraZeneca,536276
Lithuania,2022-01-07,Pfizer/BioNTech,2942636
Lithuania,2022-01-14,Johnson&Johnson,290388
Lithuania,2022-01-14,Moderna,315756
Lithuania,2022-01-14,Oxford/AstraZeneca,536289
Lithuania,2022-01-14,Pfizer/BioNTech,3008592
Lithuania,2022-01-21,Johnson&Johnson,291175
Lithuania,2022-01-21,Moderna,319400
Lithuania,2022-01-21,Oxford/AstraZeneca,536302
Lithuania,2022-01-21,Pfizer/BioNTech,3050725
Lithuania,2022-01-28,Johnson&Johnson,292323
Lithuania,2022-01-28,Moderna,321629
Lithuania,2022-01-28,Oxford/AstraZeneca,536305
Lithuania,2022-01-28,Pfizer/BioNTech,3081688
Lithuania,2022-02-04,Johnson&Johnson,292745
Lithuania,2022-02-04,Moderna,322145
Lithuania,2022-02-04,Oxford/AstraZeneca,536305
Lithuania,2022-02-04,Pfizer/BioNTech,3089951
Luxembourg,2021-01-01,Pfizer/BioNTech,0
Luxembourg,2021-01-08,Pfizer/BioNTech,1285
Luxembourg,2021-01-15,Moderna,0
Luxembourg,2021-01-15,Pfizer/BioNTech,2778
Luxembourg,2021-01-22,Moderna,283
Luxembourg,2021-01-22,Pfizer/BioNTech,5091
Luxembourg,2021-01-29,Moderna,416
Luxembourg,2021-01-29,Pfizer/BioNTech,8294
Luxembourg,2021-02-05,Moderna,841
Luxembourg,2021-02-05,Oxford/AstraZeneca,0
Luxembourg,2021-02-05,Pfizer/BioNTech,11762
Luxembourg,2021-02-12,Moderna,1033
Luxembourg,2021-02-12,Oxford/AstraZeneca,1132
Luxembourg,2021-02-12,Pfizer/BioNTech,13905
Luxembourg,2021-02-19,Moderna,1323
Luxembourg,2021-02-19,Oxford/AstraZeneca,3429
Luxembourg,2021-02-19,Pfizer/BioNTech,17339
Luxembourg,2021-02-26,Moderna,1640
Luxembourg,2021-02-26,Oxford/AstraZeneca,4032
Luxembourg,2021-02-26,Pfizer/BioNTech,21621
Luxembourg,2021-03-05,Moderna,2112
Luxembourg,2021-03-05,Oxford/AstraZeneca,5185
Luxembourg,2021-03-05,Pfizer/BioNTech,27766
Luxembourg,2021-03-12,Moderna,2610
Luxembourg,2021-03-12,Oxford/AstraZeneca,6416
Luxembourg,2021-03-12,Pfizer/BioNTech,37833
Luxembourg,2021-03-19,Moderna,4099
Luxembourg,2021-03-19,Oxford/AstraZeneca,7427
Luxembourg,2021-03-19,Pfizer/BioNTech,50257
Luxembourg,2021-03-26,Moderna,4306
Luxembourg,2021-03-26,Oxford/AstraZeneca,15965
Luxembourg,2021-03-26,Pfizer/BioNTech,53096
Luxembourg,2021-04-02,Moderna,4704
Luxembourg,2021-04-02,Oxford/AstraZeneca,30385
Luxembourg,2021-04-02,Pfizer/BioNTech,57286
Luxembourg,2021-04-09,Moderna,7195
Luxembourg,2021-04-09,Oxford/AstraZeneca,32121
Luxembourg,2021-04-09,Pfizer/BioNTech,77387
Luxembourg,2021-04-16,Johnson&Johnson,2152
Luxembourg,2021-04-16,Moderna,11651
Luxembourg,2021-04-16,Oxford/AstraZeneca,33891
Luxembourg,2021-04-16,Pfizer/BioNTech,102511
Luxembourg,2021-04-23,Johnson&Johnson,2346
Luxembourg,2021-04-23,Moderna,12207
Luxembourg,2021-04-23,Oxford/AstraZeneca,34994
Luxembourg,2021-04-23,Pfizer/BioNTech,114807
Luxembourg,2021-04-30,Johnson&Johnson,2346
Luxembourg,2021-04-30,Moderna,14486
Luxembourg,2021-04-30,Oxford/AstraZeneca,37259
Luxembourg,2021-04-30,Pfizer/BioNTech,130733
Luxembourg,2021-05-07,Johnson&Johnson,5806
Luxembourg,2021-05-07,Moderna,17388
Luxembourg,2021-05-07,Oxford/AstraZeneca,48600
Luxembourg,2021-05-07,Pfizer/BioNTech,153065
Luxembourg,2021-05-14,Johnson&Johnson,7682
Luxembourg,2021-05-14,Moderna,23438
Luxembourg,2021-05-14,Oxford/AstraZeneca,53609
Luxembourg,2021-05-14,Pfizer/BioNTech,183245
Luxembourg,2021-05-21,Johnson&Johnson,10799
Luxembourg,2021-05-21,Moderna,29629
Luxembourg,2021-05-21,Oxford/AstraZeneca,56155
Luxembourg,2021-05-21,Pfizer/BioNTech,205949
Luxembourg,2021-05-28,Johnson&Johnson,11292
Luxembourg,2021-05-28,Moderna,33738
Luxembourg,2021-05-28,Oxford/AstraZeneca,57338
Luxembourg,2021-05-28,Pfizer/BioNTech,225511
Luxembourg,2021-06-04,Johnson&Johnson,12716
Luxembourg,2021-06-04,Moderna,34560
Luxembourg,2021-06-04,Oxford/AstraZeneca,69170
Luxembourg,2021-06-04,Pfizer/BioNTech,254748
Luxembourg,2021-06-11,Johnson&Johnson,16814
Luxembourg,2021-06-11,Moderna,37639
Luxembourg,2021-06-11,Oxford/AstraZeneca,83790
Luxembourg,2021-06-11,Pfizer/BioNTech,282279
Luxembourg,2021-06-18,Johnson&Johnson,17734
Luxembourg,2021-06-18,Moderna,43265
Luxembourg,2021-06-18,Oxford/AstraZeneca,85664
Luxembourg,2021-06-18,Pfizer/BioNTech,317226
Luxembourg,2021-06-25,Johnson&Johnson,26403
Luxembourg,2021-06-25,Moderna,48395
Luxembourg,2021-06-25,Oxford/AstraZeneca,87540
Luxembourg,2021-06-25,Pfizer/BioNTech,345010
Luxembourg,2021-07-02,Johnson&Johnson,27931
Luxembourg,2021-07-02,Moderna,54291
Luxembourg,2021-07-02,Oxford/AstraZeneca,98216
Luxembourg,2021-07-02,Pfizer/BioNTech,375706
Luxembourg,2021-07-09,Johnson&Johnson,28361
Luxembourg,2021-07-09,Moderna,56327
Luxembourg,2021-07-09,Oxford/AstraZeneca,102073
Luxembourg,2021-07-09,Pfizer/BioNTech,398520
Luxembourg,2021-07-16,Johnson&Johnson,30620
Luxembourg,2021-07-16,Moderna,57782
Luxembourg,2021-07-16,Oxford/AstraZeneca,102790
Luxembourg,2021-07-16,Pfizer/BioNTech,425259
Luxembourg,2021-07-23,Johnson&Johnson,31418
Luxembourg,2021-07-23,Moderna,60674
Luxembourg,2021-07-23,Oxford/AstraZeneca,102920
Luxembourg,2021-07-23,Pfizer/BioNTech,450355
Luxembourg,2021-07-30,Johnson&Johnson,32336
Luxembourg,2021-07-30,Moderna,66057
Luxembourg,2021-07-30,Oxford/AstraZeneca,104533
Luxembourg,2021-07-30,Pfizer/BioNTech,466985
Luxembourg,2021-08-06,Johnson&Johnson,32824
Luxembourg,2021-08-06,Moderna,68009
Luxembourg,2021-08-06,Oxford/AstraZeneca,104846
Luxembourg,2021-08-06,Pfizer/BioNTech,479609
Luxembourg,2021-08-13,Johnson&Johnson,33368
Luxembourg,2021-08-13,Moderna,69268
Luxembourg,2021-08-13,Oxford/AstraZeneca,104915
Luxembourg,2021-08-13,Pfizer/BioNTech,484659
Luxembourg,2021-08-20,Johnson&Johnson,34189
Luxembourg,2021-08-20,Moderna,69582
Luxembourg,2021-08-20,Oxford/AstraZeneca,104955
Luxembourg,2021-08-20,Pfizer/BioNTech,489197
Luxembourg,2021-08-27,Johnson&Johnson,34773
Luxembourg,2021-08-27,Moderna,69722
Luxembourg,2021-08-27,Oxford/AstraZeneca,105085
Luxembourg,2021-08-27,Pfizer/BioNTech,493194
Luxembourg,2021-09-03,Johnson&Johnson,35306
Luxembourg,2021-09-03,Moderna,69814
Luxembourg,2021-09-03,Oxford/AstraZeneca,105150
Luxembourg,2021-09-03,Pfizer/BioNTech,497300
Luxembourg,2021-09-10,Johnson&Johnson,36023
Luxembourg,2021-09-10,Moderna,69877
Luxembourg,2021-09-10,Oxford/AstraZeneca,105186
Luxembourg,2021-09-10,Pfizer/BioNTech,500953
Luxembourg,2021-09-17,Johnson&Johnson,36469
Luxembourg,2021-09-17,Moderna,69934
Luxembourg,2021-09-17,Oxford/AstraZeneca,105198
Luxembourg,2021-09-17,Pfizer/BioNTech,504327
Luxembourg,2021-09-24,Johnson&Johnson,36875
Luxembourg,2021-09-24,Moderna,69976
Luxembourg,2021-09-24,Oxford/AstraZeneca,105212
Luxembourg,2021-09-24,Pfizer/BioNTech,507494
Luxembourg,2021-10-01,Johnson&Johnson,37204
Luxembourg,2021-10-01,Moderna,70003
Luxembourg,2021-10-01,Oxford/AstraZeneca,105224
Luxembourg,2021-10-01,Pfizer/BioNTech,514374
Luxembourg,2021-10-08,Johnson&Johnson,37538
Luxembourg,2021-10-08,Moderna,70024
Luxembourg,2021-10-08,Oxford/AstraZeneca,105232
Luxembourg,2021-10-08,Pfizer/BioNTech,518531
Luxembourg,2021-10-15,Johnson&Johnson,38107
Luxembourg,2021-10-15,Moderna,70066
Luxembourg,2021-10-15,Oxford/AstraZeneca,105238
Luxembourg,2021-10-15,Pfizer/BioNTech,523767
Luxembourg,2021-10-22,Johnson&Johnson,38588
Luxembourg,2021-10-22,Moderna,70174
Luxembourg,2021-10-22,Oxford/AstraZeneca,105248
Luxembourg,2021-10-22,Pfizer/BioNTech,531762
Luxembourg,2021-10-29,Johnson&Johnson,38908
Luxembourg,2021-10-29,Moderna,70524
Luxembourg,2021-10-29,Oxford/AstraZeneca,105256
Luxembourg,2021-10-29,Pfizer/BioNTech,545129
Luxembourg,2021-11-05,Johnson&Johnson,39212
Luxembourg,2021-11-05,Moderna,70945
Luxembourg,2021-11-05,Oxford/AstraZeneca,105257
Luxembourg,2021-11-05,Pfizer/BioNTech,557207
Luxembourg,2021-11-12,Johnson&Johnson,39439
Luxembourg,2021-11-12,Moderna,71343
Luxembourg,2021-11-12,Oxford/AstraZeneca,105257
Luxembourg,2021-11-12,Pfizer/BioNTech,568812
Luxembourg,2021-11-19,Johnson&Johnson,39591
Luxembourg,2021-11-19,Moderna,71630
Luxembourg,2021-11-19,Oxford/AstraZeneca,105260
Luxembourg,2021-11-19,Pfizer/BioNTech,584200
Luxembourg,2021-11-26,Johnson&Johnson,39740
Luxembourg,2021-11-26,Moderna,72262
Luxembourg,2021-11-26,Oxford/AstraZeneca,105264
Luxembourg,2021-11-26,Pfizer/BioNTech,607142
Luxembourg,2021-12-03,Johnson&Johnson,40103
Luxembourg,2021-12-03,Moderna,90511
Luxembourg,2021-12-03,Oxford/AstraZeneca,105270
Luxembourg,2021-12-03,Pfizer/BioNTech,619054
Luxembourg,2021-12-10,Johnson&Johnson,40398
Luxembourg,2021-12-10,Moderna,113288
Luxembourg,2021-12-10,Oxford/AstraZeneca,105270
Luxembourg,2021-12-10,Pfizer/BioNTech,629047
Luxembourg,2021-12-17,Johnson&Johnson,40624
Luxembourg,2021-12-17,Moderna,143622
Luxembourg,2021-12-17,Oxford/AstraZeneca,105270
Luxembourg,2021-12-17,Pfizer/BioNTech,637388
Luxembourg,2021-12-24,Johnson&Johnson,40778
Luxembourg,2021-12-24,Moderna,168120
Luxembourg,2021-12-24,Oxford/AstraZeneca,105270
Luxembourg,2021-12-24,Pfizer/BioNTech,642514
Luxembourg,2021-12-31,Johnson&Johnson,40928
Luxembourg,2021-12-31,Moderna,191727
Luxembourg,2021-12-31,Oxford/AstraZeneca,105270
Luxembourg,2021-12-31,Pfizer/BioNTech,647175
Luxembourg,2022-01-07,Johnson&Johnson,41127
Luxembourg,2022-01-07,Moderna,221703
Luxembourg,2022-01-07,Oxford/AstraZeneca,105270
Luxembourg,2022-01-07,Pfizer/BioNTech,655274
Luxembourg,2022-01-14,Johnson&Johnson,41311
Luxembourg,2022-01-14,Moderna,252964
Luxembourg,2022-01-14,Oxford/AstraZeneca,105270
Luxembourg,2022-01-14,Pfizer/BioNTech,666859
Luxembourg,2022-01-21,Johnson&Johnson,41369
Luxembourg,2022-01-21,Moderna,274779
Luxembourg,2022-01-21,Oxford/AstraZeneca,105270
Luxembourg,2022-01-21,Pfizer/BioNTech,678352
Luxembourg,2022-01-28,Johnson&Johnson,41397
Luxembourg,2022-01-28,Moderna,284039
Luxembourg,2022-01-28,Oxford/AstraZeneca,105270
Luxembourg,2022-01-28,Pfizer/BioNTech,684483
Luxembourg,2022-02-04,Johnson&Johnson,41414
Luxembourg,2022-02-04,Moderna,287095
Luxembourg,2022-02-04,Oxford/AstraZeneca,105270
Luxembourg,2022-02-04,Pfizer/BioNTech,686632
Malta,2021-01-01,Pfizer/BioNTech,57
Malta,2021-01-08,Oxford/AstraZeneca,3
Malta,2021-01-08,Pfizer/BioNTech,4543
Malta,2021-01-15,Moderna,2
Malta,2021-01-15,Oxford/AstraZeneca,6
Malta,2021-01-15,Pfizer/BioNTech,11022
Malta,2021-01-22,Moderna,3
Malta,2021-01-22,Oxford/AstraZeneca,13
Malta,2021-01-22,Pfizer/BioNTech,18886
Malta,2021-01-29,Pfizer/BioNTech,26522
Malta,2021-02-05,Moderna,48
Malta,2021-02-05,Oxford/AstraZeneca,23
Malta,2021-02-05,Pfizer/BioNTech,39381
Malta,2021-02-12,Moderna,431
Malta,2021-02-12,Oxford/AstraZeneca,181
Malta,2021-02-12,Pfizer/BioNTech,49945
Malta,2021-02-19,Moderna,950
Malta,2021-02-19,Oxford/AstraZeneca,4113
Malta,2021-02-19,Pfizer/BioNTech,61419
Malta,2021-02-26,Johnson&Johnson,5
Malta,2021-02-26,Moderna,1480
Malta,2021-02-26,Oxford/AstraZeneca,15107
Malta,2021-02-26,Pfizer/BioNTech,74787
Malta,2021-03-05,Moderna,1577
Malta,2021-03-05,Oxford/AstraZeneca,28455
Malta,2021-03-05,Pfizer/BioNTech,87583
Malta,2021-03-12,Johnson&Johnson,6
Malta,2021-03-12,Moderna,1951
Malta,2021-03-12,Oxford/AstraZeneca,43427
Malta,2021-03-12,Pfizer/BioNTech,100791
Malta,2021-03-19,Johnson&Johnson,7
Malta,2021-03-19,Moderna,3573
Malta,2021-03-19,Oxford/AstraZeneca,54007
Malta,2021-03-19,Pfizer/BioNTech,115627
Malta,2021-03-26,Moderna,9665
Malta,2021-03-26,Oxford/AstraZeneca,58973
Malta,2021-03-26,Pfizer/BioNTech,132974
Malta,2021-04-02,Moderna,11106
Malta,2021-04-02,Oxford/AstraZeneca,70133
Malta,2021-04-02,Pfizer/BioNTech,149592
Malta,2021-04-09,Johnson&Johnson,9
Malta,2021-04-09,Moderna,11666
Malta,2021-04-09,Oxford/AstraZeneca,81578
Malta,2021-04-09,Pfizer/BioNTech,167074
Malta,2021-04-16,Moderna,13648
Malta,2021-04-16,Oxford/AstraZeneca,92439
Malta,2021-04-16,Pfizer/BioNTech,190191
Malta,2021-04-23,Moderna,18954
Malta,2021-04-23,Oxford/AstraZeneca,109924
Malta,2021-04-23,Pfizer/BioNTech,206029
Malta,2021-04-30,Johnson&Johnson,11
Malta,2021-04-30,Moderna,20295
Malta,2021-04-30,Oxford/AstraZeneca,116658
Malta,2021-04-30,Pfizer/BioNTech,231341
Malta,2021-05-07,Johnson&Johnson,2427
Malta,2021-05-07,Moderna,21943
Malta,2021-05-07,Oxford/AstraZeneca,122509
Malta,2021-05-07,Pfizer/BioNTech,260666
Malta,2021-05-14,Johnson&Johnson,3523
Malta,2021-05-14,Moderna,24677
Malta,2021-05-14,Oxford/AstraZeneca,139262
Malta,2021-05-14,Pfizer/BioNTech,288896
Malta,2021-05-21,Johnson&Johnson,9026
Malta,2021-05-21,Moderna,27080
Malta,2021-05-21,Oxford/AstraZeneca,154792
Malta,2021-05-21,Pfizer/BioNTech,317248
Malta,2021-05-28,Johnson&Johnson,9449
Malta,2021-05-28,Moderna,30369
Malta,2021-05-28,Oxford/AstraZeneca,166278
Malta,2021-05-28,Pfizer/BioNTech,346815
Malta,2021-06-04,Johnson&Johnson,9772
Malta,2021-06-04,Moderna,32350
Malta,2021-06-04,Oxford/AstraZeneca,172116
Malta,2021-06-04,Pfizer/BioNTech,369349
Malta,2021-06-11,Johnson&Johnson,11262
Malta,2021-06-11,Moderna,34727
Malta,2021-06-11,Oxford/AstraZeneca,183352
Malta,2021-06-11,Pfizer/BioNTech,387466
Malta,2021-06-18,Johnson&Johnson,12316
Malta,2021-06-18,Moderna,37273
Malta,2021-06-18,Oxford/AstraZeneca,193953
Malta,2021-06-18,Pfizer/BioNTech,399244
Malta,2021-06-25,Johnson&Johnson,13481
Malta,2021-06-25,Moderna,40771
Malta,2021-06-25,Oxford/AstraZeneca,202885
Malta,2021-06-25,Pfizer/BioNTech,406535
Malta,2021-07-02,Johnson&Johnson,15303
Malta,2021-07-02,Moderna,41702
Malta,2021-07-02,Oxford/AstraZeneca,214968
Malta,2021-07-02,Pfizer/BioNTech,417480
Malta,2021-07-09,Johnson&Johnson,16340
Malta,2021-07-09,Moderna,41967
Malta,2021-07-09,Oxford/AstraZeneca,220677
Malta,2021-07-09,Pfizer/BioNTech,424970
Malta,2021-07-16,Johnson&Johnson,18069
Malta,2021-07-16,Moderna,42284
Malta,2021-07-16,Oxford/AstraZeneca,223409
Malta,2021-07-16,Pfizer/BioNTech,430123
Malta,2021-07-23,Johnson&Johnson,21660
Malta,2021-07-23,Moderna,42482
Malta,2021-07-23,Oxford/AstraZeneca,226540
Malta,2021-07-23,Pfizer/BioNTech,434596
Malta,2021-07-30,Johnson&Johnson,24931
Malta,2021-07-30,Moderna,42643
Malta,2021-07-30,Oxford/AstraZeneca,227035
Malta,2021-07-30,Pfizer/BioNTech,439029
Malta,2021-08-06,Johnson&Johnson,27980
Malta,2021-08-06,Moderna,42743
Malta,2021-08-06,Oxford/AstraZeneca,227102
Malta,2021-08-06,Pfizer/BioNTech,444023
Malta,2021-08-13,Johnson&Johnson,29582
Malta,2021-08-13,Moderna,42797
Malta,2021-08-13,Oxford/AstraZeneca,227140
Malta,2021-08-13,Pfizer/BioNTech,447296
Malta,2021-08-20,Johnson&Johnson,29914
Malta,2021-08-20,Moderna,42848
Malta,2021-08-20,Oxford/AstraZeneca,227164
Malta,2021-08-20,Pfizer/BioNTech,450621
Malta,2021-08-27,Johnson&Johnson,30310
Malta,2021-08-27,Moderna,42914
Malta,2021-08-27,Oxford/AstraZeneca,227186
Malta,2021-08-27,Pfizer/BioNTech,452012
Malta,2021-09-03,Johnson&Johnson,30394
Malta,2021-09-03,Moderna,42926
Malta,2021-09-03,Oxford/AstraZeneca,227192
Malta,2021-09-03,Pfizer/BioNTech,453187
Malta,2021-09-10,Johnson&Johnson,30403
Malta,2021-09-10,Moderna,42926
Malta,2021-09-10,Oxford/AstraZeneca,227197
Malta,2021-09-10,Pfizer/BioNTech,456527
Malta,2021-09-17,Johnson&Johnson,30498
Malta,2021-09-17,Moderna,42934
Malta,2021-09-17,Oxford/AstraZeneca,227215
Malta,2021-09-17,Pfizer/BioNTech,461160
Malta,2021-09-24,Johnson&Johnson,30575
Malta,2021-09-24,Moderna,42936
Malta,2021-09-24,Oxford/AstraZeneca,227237
Malta,2021-09-24,Pfizer/BioNTech,465421
Malta,2021-10-01,Johnson&Johnson,30697
Malta,2021-10-01,Moderna,42942
Malta,2021-10-01,Oxford/AstraZeneca,227268
Malta,2021-10-01,Pfizer/BioNTech,476455
Malta,2021-10-08,Johnson&Johnson,30797
Malta,2021-10-08,Moderna,42949
Malta,2021-10-08,Oxford/AstraZeneca,227280
Malta,2021-10-08,Pfizer/BioNTech,486434
Malta,2021-10-15,Johnson&Johnson,30887
Malta,2021-10-15,Moderna,42950
Malta,2021-10-15,Oxford/AstraZeneca,227285
Malta,2021-10-15,Pfizer/BioNTech,493429
Malta,2021-10-22,Johnson&Johnson,30926
Malta,2021-10-22,Moderna,44322
Malta,2021-10-22,Oxford/AstraZeneca,227287
Malta,2021-10-22,Pfizer/BioNTech,500367
Malta,2021-10-29,Johnson&Johnson,30992
Malta,2021-10-29,Moderna,46553
Malta,2021-10-29,Oxford/AstraZeneca,227311
Malta,2021-10-29,Pfizer/BioNTech,507365
Malta,2021-11-05,Johnson&Johnson,31101
Malta,2021-11-05,Moderna,51814
Malta,2021-11-05,Oxford/AstraZeneca,227323
Malta,2021-11-05,Pfizer/BioNTech,508637
Malta,2021-11-12,Johnson&Johnson,31204
Malta,2021-11-12,Moderna,63808
Malta,2021-11-12,Oxford/AstraZeneca,227331
Malta,2021-11-12,Pfizer/BioNTech,516042
Malta,2021-11-19,Johnson&Johnson,31386
Malta,2021-11-19,Moderna,73325
Malta,2021-11-19,Oxford/AstraZeneca,227338
Malta,2021-11-19,Pfizer/BioNTech,527458
Malta,2021-11-26,Johnson&Johnson,31503
Malta,2021-11-26,Moderna,83365
Malta,2021-11-26,Oxford/AstraZeneca,227346
Malta,2021-11-26,Pfizer/BioNTech,539785
Malta,2021-12-03,Johnson&Johnson,31595
Malta,2021-12-03,Moderna,97089
Malta,2021-12-03,Oxford/AstraZeneca,227355
Malta,2021-12-03,Pfizer/BioNTech,554845
Malta,2021-12-10,Johnson&Johnson,31703
Malta,2021-12-10,Moderna,108463
Malta,2021-12-10,Oxford/AstraZeneca,227362
Malta,2021-12-10,Pfizer/BioNTech,563558
Malta,2021-12-17,Johnson&Johnson,31727
Malta,2021-12-17,Moderna,118340
Malta,2021-12-17,Oxford/AstraZeneca,227374
Malta,2021-12-17,Pfizer/BioNTech,571909
Malta,2021-12-24,Johnson&Johnson,31769
Malta,2021-12-24,Moderna,129121
Malta,2021-12-24,Oxford/AstraZeneca,227379
Malta,2021-12-24,Pfizer/BioNTech,579377
Malta,2021-12-31,Johnson&Johnson,31778
Malta,2021-12-31,Moderna,157390
Malta,2021-12-31,Oxford/AstraZeneca,227394
Malta,2021-12-31,Pfizer/BioNTech,589410
Malta,2022-01-07,Johnson&Johnson,31806
Malta,2022-01-07,Moderna,195704
Malta,2022-01-07,Oxford/AstraZeneca,227398
Malta,2022-01-07,Pfizer/BioNTech,601222
Malta,2022-01-14,Johnson&Johnson,31921
Malta,2022-01-14,Moderna,216098
Malta,2022-01-14,Oxford/AstraZeneca,227420
Malta,2022-01-14,Pfizer/BioNTech,610227
Malta,2022-01-21,Johnson&Johnson,32001
Malta,2022-01-21,Moderna,224762
Malta,2022-01-21,Oxford/AstraZeneca,227441
Malta,2022-01-21,Pfizer/BioNTech,617228
Malta,2022-01-28,Johnson&Johnson,32070
